,forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,execution_date,forecast_just_date,date_match
3866,2016-06-30,2016-06-30,Western,15240,0,10645,4595,06302016,06302016,yes
3885,2016-06-29,2016-06-29,Mid Atlantic - Dominion,8058,84,1710,6264,06292016,06292016,yes
3886,2016-06-29,2016-06-29,PJM RTO,22590,84,12112,10394,06292016,06292016,yes
3887,2016-06-29,2016-06-29,Western,14532,0,10402,4130,06292016,06292016,yes
3906,2016-06-28,2016-06-28,Mid Atlantic - Dominion,5995,84,2913,2998,06282016,06282016,yes
3907,2016-06-28,2016-06-28,PJM RTO,17106,84,9806,7216,06282016,06282016,yes
3908,2016-06-28,2016-06-28,Western,11111,0,6893,4218,06282016,06282016,yes
3927,2016-06-27,2016-06-27,Mid Atlantic - Dominion,6388,84,3585,2719,06272016,06272016,yes
3928,2016-06-27,2016-06-27,PJM RTO,14816,84,9220,5512,06272016,06272016,yes
3929,2016-06-27,2016-06-27,Western,8428,0,5635,2793,06272016,06272016,yes
3948,2016-06-26,2016-06-26,Mid Atlantic - Dominion,8807,84,6359,2364,06262016,06262016,yes
3949,2016-06-26,2016-06-26,PJM RTO,19344,84,14433,4827,06262016,06262016,yes
3950,2016-06-26,2016-06-26,Western,10537,0,8074,2463,06262016,06262016,yes
3969,2016-06-25,2016-06-25,Mid Atlantic - Dominion,10990,84,8537,2369,06252016,06252016,yes
3970,2016-06-25,2016-06-25,PJM RTO,24315,84,18377,5854,06252016,06252016,yes
3971,2016-06-25,2016-06-25,Western,13325,0,9840,3485,06252016,06252016,yes
3990,2016-06-24,2016-06-24,Mid Atlantic - Dominion,11025,117,8278,2630,06242016,06242016,yes
3991,2016-06-24,2016-06-24,PJM RTO,21082,117,13475,7490,06242016,06242016,yes
3992,2016-06-24,2016-06-24,Western,10057,0,5197,4860,06242016,06242016,yes
4011,2016-06-23,2016-06-23,Mid Atlantic - Dominion,7592,117,3663,3812,06232016,06232016,yes
4012,2016-06-23,2016-06-23,PJM RTO,18507,117,9052,9338,06232016,06232016,yes
4013,2016-06-23,2016-06-23,Western,10915,0,5389,5526,06232016,06232016,yes
4032,2016-06-22,2016-06-22,Mid Atlantic - Dominion,7912,117,4580,3215,06222016,06222016,yes
4033,2016-06-22,2016-06-22,PJM RTO,17103,117,7915,9071,06222016,06222016,yes
4034,2016-06-22,2016-06-22,Western,9191,0,3335,5856,06222016,06222016,yes
4053,2016-06-21,2016-06-21,Mid Atlantic - Dominion,9070,117,3996,4957,06212016,06212016,yes
4054,2016-06-21,2016-06-21,PJM RTO,18062,117,7795,10150,06212016,06212016,yes
4055,2016-06-21,2016-06-21,Western,8992,0,3799,5193,06212016,06212016,yes
4074,2016-06-20,2016-06-20,Mid Atlantic - Dominion,11933,69,5210,6654,06202016,06202016,yes
4075,2016-06-20,2016-06-20,PJM RTO,24613,69,11639,12905,06202016,06202016,yes
4076,2016-06-20,2016-06-20,Western,12680,0,6429,6251,06202016,06202016,yes
4095,2016-06-19,2016-06-19,Mid Atlantic - Dominion,12221,69,6133,6019,06192016,06192016,yes
4096,2016-06-19,2016-06-19,PJM RTO,24371,69,12612,11690,06192016,06192016,yes
4097,2016-06-19,2016-06-19,Western,12150,0,6479,5671,06192016,06192016,yes
4116,2016-06-18,2016-06-18,Mid Atlantic - Dominion,13106,69,8515,4522,06182016,06182016,yes
4117,2016-06-18,2016-06-18,PJM RTO,24513,69,14308,10136,06182016,06182016,yes
4118,2016-06-18,2016-06-18,Western,11407,0,5793,5614,06182016,06182016,yes
4137,2016-06-17,2016-06-17,Mid Atlantic - Dominion,11515,69,6805,4641,06172016,06172016,yes
4138,2016-06-17,2016-06-17,PJM RTO,22628,69,12397,10162,06172016,06172016,yes
4139,2016-06-17,2016-06-17,Western,11113,0,5592,5521,06172016,06172016,yes
4158,2016-06-16,2016-06-16,Mid Atlantic - Dominion,8847,36,5567,3244,06162016,06162016,yes
4159,2016-06-16,2016-06-16,PJM RTO,19855,36,11380,8439,06162016,06162016,yes
4160,2016-06-16,2016-06-16,Western,11008,0,5813,5195,06162016,06162016,yes
4179,2016-06-15,2016-06-15,Mid Atlantic - Dominion,9494,36,7538,1920,06152016,06152016,yes
4180,2016-06-15,2016-06-15,PJM RTO,18286,36,11136,7114,06152016,06152016,yes
4181,2016-06-15,2016-06-15,Western,8792,0,3598,5194,06152016,06152016,yes
4200,2016-06-14,2016-06-14,Mid Atlantic - Dominion,9661,36,6278,3347,06142016,06142016,yes
4201,2016-06-14,2016-06-14,PJM RTO,19079,36,10170,8873,06142016,06142016,yes
4202,2016-06-14,2016-06-14,Western,9418,0,3892,5526,06142016,06142016,yes
4221,2016-06-13,2016-06-13,Mid Atlantic - Dominion,11146,36,7834,3276,06132016,06132016,yes
4222,2016-06-13,2016-06-13,PJM RTO,18587,36,11171,7380,06132016,06132016,yes
4223,2016-06-13,2016-06-13,Western,7441,0,3337,4104,06132016,06132016,yes
4242,2016-06-12,2016-06-12,Mid Atlantic - Dominion,9737,2062,4813,2862,06122016,06122016,yes
4243,2016-06-12,2016-06-12,PJM RTO,22218,4304,9262,8652,06122016,06122016,yes
4244,2016-06-12,2016-06-12,Western,12481,2242,4449,5790,06122016,06122016,yes
4263,2016-06-11,2016-06-11,Mid Atlantic - Dominion,10368,2134,4864,3370,06112016,06112016,yes
4264,2016-06-11,2016-06-11,PJM RTO,21376,4376,7021,9979,06112016,06112016,yes
4265,2016-06-11,2016-06-11,Western,11008,2242,2157,6609,06112016,06112016,yes
4284,2016-06-10,2016-06-10,Mid Atlantic - Dominion,9422,2169,4940,2313,06102016,06102016,yes
4285,2016-06-10,2016-06-10,PJM RTO,22557,5180,10226,7151,06102016,06102016,yes
4286,2016-06-10,2016-06-10,Western,13135,3011,5286,4838,06102016,06102016,yes
4305,2016-06-09,2016-06-09,Mid Atlantic - Dominion,11898,2911,5663,3324,06092016,06092016,yes
4306,2016-06-09,2016-06-09,PJM RTO,28217,5922,14092,8203,06092016,06092016,yes
4307,2016-06-09,2016-06-09,Western,16319,3011,8429,4879,06092016,06092016,yes
4326,2016-06-08,2016-06-08,Mid Atlantic - Dominion,12865,3476,5321,4068,06082016,06082016,yes
4327,2016-06-08,2016-06-08,PJM RTO,31219,7778,13123,10318,06082016,06082016,yes
4328,2016-06-08,2016-06-08,Western,18354,4302,7802,6250,06082016,06082016,yes
4347,2016-06-07,2016-06-07,Mid Atlantic - Dominion,13874,4214,4459,5201,06072016,06072016,yes
4348,2016-06-07,2016-06-07,PJM RTO,31110,8656,11189,11265,06072016,06072016,yes
4349,2016-06-07,2016-06-07,Western,17236,4442,6730,6064,06072016,06072016,yes
4368,2016-06-06,2016-06-06,Mid Atlantic - Dominion,12643,5295,4762,2586,06062016,06062016,yes
4369,2016-06-06,2016-06-06,PJM RTO,27305,10175,10276,6854,06062016,06062016,yes
4370,2016-06-06,2016-06-06,Western,14662,4880,5514,4268,06062016,06062016,yes
4389,2016-06-05,2016-06-05,Mid Atlantic - Dominion,12698,5326,5762,1610,06052016,06052016,yes
4390,2016-06-05,2016-06-05,PJM RTO,29154,10206,11867,7081,06052016,06052016,yes
4391,2016-06-05,2016-06-05,Western,16456,4880,6105,5471,06052016,06052016,yes
4410,2016-06-04,2016-06-04,Mid Atlantic - Dominion,16829,5712,8914,2203,06042016,06042016,yes
4411,2016-06-04,2016-06-04,PJM RTO,33910,10931,15597,7382,06042016,06042016,yes
4412,2016-06-04,2016-06-04,Western,17081,5219,6683,5179,06042016,06042016,yes
4431,2016-06-03,2016-06-03,Mid Atlantic - Dominion,17674,6305,8114,3255,06032016,06032016,yes
4432,2016-06-03,2016-06-03,PJM RTO,34137,11594,14849,7694,06032016,06032016,yes
4433,2016-06-03,2016-06-03,Western,16463,5289,6735,4439,06032016,06032016,yes
4452,2016-06-02,2016-06-02,Mid Atlantic - Dominion,16203,6399,6029,3775,06022016,06022016,yes
4453,2016-06-02,2016-06-02,PJM RTO,29647,12264,9794,7589,06022016,06022016,yes
4454,2016-06-02,2016-06-02,Western,13444,5865,3765,3814,06022016,06022016,yes
4473,2016-06-01,2016-06-01,Mid Atlantic - Dominion,13195,6113,4121,2961,06012016,06012016,yes
4474,2016-06-01,2016-06-01,PJM RTO,29104,12278,7827,8999,06012016,06012016,yes
4475,2016-06-01,2016-06-01,Western,15909,6165,3706,6038,06012016,06012016,yes
4494,2016-05-31,2016-05-31,Mid Atlantic - Dominion,15949,7226,6148,2575,05312016,05312016,yes
4495,2016-05-31,2016-05-31,PJM RTO,34034,13921,11207,8906,05312016,05312016,yes
4496,2016-05-31,2016-05-31,Western,18085,6695,5059,6331,05312016,05312016,yes
4515,2016-05-30,2016-05-30,Mid Atlantic - Dominion,16274,7747,5241,3286,05302016,05302016,yes
4516,2016-05-30,2016-05-30,PJM RTO,35079,14558,11468,9053,05302016,05302016,yes
4517,2016-05-30,2016-05-30,Western,18805,6811,6227,5767,05302016,05302016,yes
4536,2016-05-29,2016-05-29,Mid Atlantic - Dominion,17121,7653,4579,4889,05292016,05292016,yes
4537,2016-05-29,2016-05-29,PJM RTO,39375,14464,12391,12520,05292016,05292016,yes
4538,2016-05-29,2016-05-29,Western,22254,6811,7812,7631,05292016,05292016,yes
4557,2016-05-28,2016-05-28,Mid Atlantic - Dominion,15384,7906,3715,3763,05282016,05282016,yes
4558,2016-05-28,2016-05-28,PJM RTO,37668,15135,12991,9542,05282016,05282016,yes
4559,2016-05-28,2016-05-28,Western,22284,7229,9276,5779,05282016,05282016,yes
4578,2016-05-27,2016-05-27,Mid Atlantic - Dominion,18322,9209,4504,4609,05272016,05272016,yes
4579,2016-05-27,2016-05-27,PJM RTO,39324,17355,11386,10583,05272016,05272016,yes
4580,2016-05-27,2016-05-27,Western,21002,8146,6882,5974,05272016,05272016,yes
4599,2016-05-26,2016-05-26,Mid Atlantic - Dominion,18278,10132,5017,3129,05262016,05262016,yes
4600,2016-05-26,2016-05-26,PJM RTO,39160,18579,10568,10013,05262016,05262016,yes
4601,2016-05-26,2016-05-26,Western,20882,8447,5551,6884,05262016,05262016,yes
4620,2016-05-25,2016-05-25,Mid Atlantic - Dominion,20803,11429,5447,3927,05252016,05252016,yes
4621,2016-05-25,2016-05-25,PJM RTO,43718,20286,10524,12908,05252016,05252016,yes
4622,2016-05-25,2016-05-25,Western,22915,8857,5077,8981,05252016,05252016,yes
4641,2016-05-24,2016-05-24,Mid Atlantic - Dominion,22479,12960,6113,3406,05242016,05242016,yes
4642,2016-05-24,2016-05-24,PJM RTO,43718,22214,10105,11399,05242016,05242016,yes
4643,2016-05-24,2016-05-24,Western,21239,9254,3992,7993,05242016,05242016,yes
4662,2016-05-23,2016-05-23,Mid Atlantic - Dominion,23426,14333,7369,1724,05232016,05232016,yes
4663,2016-05-23,2016-05-23,PJM RTO,42065,23984,11691,6390,05232016,05232016,yes
4664,2016-05-23,2016-05-23,Western,18639,9651,4322,4666,05232016,05232016,yes
4683,2016-05-22,2016-05-22,Mid Atlantic - Dominion,25634,13940,10160,1534,05222016,05222016,yes
4684,2016-05-22,2016-05-22,PJM RTO,47914,25104,17162,5648,05222016,05222016,yes
4685,2016-05-22,2016-05-22,Western,22280,11164,7002,4114,05222016,05222016,yes
4704,2016-05-21,2016-05-21,Mid Atlantic - Dominion,27562,15084,11330,1148,05212016,05212016,yes
4705,2016-05-21,2016-05-21,PJM RTO,52775,27150,20556,5069,05212016,05212016,yes
4706,2016-05-21,2016-05-21,Western,25213,12066,9226,3921,05212016,05212016,yes
4725,2016-05-20,2016-05-20,Mid Atlantic - Dominion,22800,15722,6004,1074,05202016,05202016,yes
4726,2016-05-20,2016-05-20,PJM RTO,48647,28300,14882,5465,05202016,05202016,yes
4727,2016-05-20,2016-05-20,Western,25847,12578,8878,4391,05202016,05202016,yes
4746,2016-05-19,2016-05-19,Mid Atlantic - Dominion,22574,15872,5631,1071,05192016,05192016,yes
4747,2016-05-19,2016-05-19,PJM RTO,47938,29817,14430,3691,05192016,05192016,yes
4748,2016-05-19,2016-05-19,Western,25364,13945,8799,2620,05192016,05192016,yes
4767,2016-05-18,2016-05-18,Mid Atlantic - Dominion,22382,15870,5354,1158,05182016,05182016,yes
4768,2016-05-18,2016-05-18,PJM RTO,46315,29963,12269,4083,05182016,05182016,yes
4769,2016-05-18,2016-05-18,Western,23933,14093,6915,2925,05182016,05182016,yes
4788,2016-05-17,2016-05-17,Mid Atlantic - Dominion,24270,16370,5351,2549,05172016,05172016,yes
4789,2016-05-17,2016-05-17,PJM RTO,47754,31284,11130,5340,05172016,05172016,yes
4790,2016-05-17,2016-05-17,Western,23484,14914,5779,2791,05172016,05172016,yes
4809,2016-05-16,2016-05-16,Mid Atlantic - Dominion,25112,17226,5392,2494,05162016,05162016,yes
4810,2016-05-16,2016-05-16,PJM RTO,50151,32729,12171,5251,05162016,05162016,yes
4811,2016-05-16,2016-05-16,Western,25039,15503,6779,2757,05162016,05162016,yes
4830,2016-05-15,2016-05-15,Mid Atlantic - Dominion,24312,16554,5241,2517,05152016,05152016,yes
4831,2016-05-15,2016-05-15,PJM RTO,50434,31631,12790,6013,05152016,05152016,yes
4832,2016-05-15,2016-05-15,Western,26122,15077,7549,3496,05152016,05152016,yes
4851,2016-05-14,2016-05-14,Mid Atlantic - Dominion,26834,16928,4811,5095,05142016,05142016,yes
4852,2016-05-14,2016-05-14,PJM RTO,52188,32995,11924,7269,05142016,05142016,yes
4853,2016-05-14,2016-05-14,Western,25354,16067,7113,2174,05142016,05142016,yes
4872,2016-05-13,2016-05-13,Mid Atlantic - Dominion,26483,19798,3642,3043,05132016,05132016,yes
4873,2016-05-13,2016-05-13,PJM RTO,51259,34913,10310,6036,05132016,05132016,yes
4874,2016-05-13,2016-05-13,Western,24776,15115,6668,2993,05132016,05132016,yes
4893,2016-05-12,2016-05-12,Mid Atlantic - Dominion,26769,19831,3899,3039,05122016,05122016,yes
4894,2016-05-12,2016-05-12,PJM RTO,51043,34257,10533,6253,05122016,05122016,yes
4895,2016-05-12,2016-05-12,Western,24274,14426,6634,3214,05122016,05122016,yes
4914,2016-05-11,2016-05-11,Mid Atlantic - Dominion,27663,20494,4231,2938,05112016,05112016,yes
4915,2016-05-11,2016-05-11,PJM RTO,50620,35220,10360,5040,05112016,05112016,yes
4916,2016-05-11,2016-05-11,Western,22957,14726,6129,2102,05112016,05112016,yes
4935,2016-05-10,2016-05-10,Mid Atlantic - Dominion,26867,21075,3137,2655,05102016,05102016,yes
4936,2016-05-10,2016-05-10,PJM RTO,50591,37462,7637,5492,05102016,05102016,yes
4937,2016-05-10,2016-05-10,Western,23724,16387,4500,2837,05102016,05102016,yes
4956,2016-05-09,2016-05-09,Mid Atlantic - Dominion,28186,21384,4171,2631,05092016,05092016,yes
4957,2016-05-09,2016-05-09,PJM RTO,51280,38101,8359,4820,05092016,05092016,yes
4958,2016-05-09,2016-05-09,Western,23094,16717,4188,2189,05092016,05092016,yes
4977,2016-05-08,2016-05-08,Mid Atlantic - Dominion,26080,20758,3070,2252,05082016,05082016,yes
4978,2016-05-08,2016-05-08,PJM RTO,50345,38076,7821,4448,05082016,05082016,yes
4979,2016-05-08,2016-05-08,Western,24265,17318,4751,2196,05082016,05082016,yes
4998,2016-05-07,2016-05-07,Mid Atlantic - Dominion,27388,20745,4097,2546,05072016,05072016,yes
4999,2016-05-07,2016-05-07,PJM RTO,57158,38562,13655,4941,05072016,05072016,yes
5000,2016-05-07,2016-05-07,Western,29770,17817,9558,2395,05072016,05072016,yes
5019,2016-05-06,2016-05-06,Mid Atlantic - Dominion,30100,22271,5708,2121,05062016,05062016,yes
5020,2016-05-06,2016-05-06,PJM RTO,57512,39368,13875,4269,05062016,05062016,yes
5021,2016-05-06,2016-05-06,Western,27412,17097,8167,2148,05062016,05062016,yes
5040,2016-05-05,2016-05-05,Mid Atlantic - Dominion,29299,22674,3925,2700,05052016,05052016,yes
5041,2016-05-05,2016-05-05,PJM RTO,57962,41581,10527,5854,05052016,05052016,yes
5042,2016-05-05,2016-05-05,Western,28663,18907,6602,3154,05052016,05052016,yes
5061,2016-05-04,2016-05-04,Mid Atlantic - Dominion,29341,24395,2946,2000,05042016,05042016,yes
5062,2016-05-04,2016-05-04,PJM RTO,56930,43941,8396,4593,05042016,05042016,yes
5063,2016-05-04,2016-05-04,Western,27589,19546,5450,2593,05042016,05042016,yes
5082,2016-05-03,2016-05-03,Mid Atlantic - Dominion,29471,24861,2347,2263,05032016,05032016,yes
5083,2016-05-03,2016-05-03,PJM RTO,57099,44855,6484,5760,05032016,05032016,yes
5084,2016-05-03,2016-05-03,Western,27628,19994,4137,3497,05032016,05032016,yes
5103,2016-05-02,2016-05-02,Mid Atlantic - Dominion,31408,25553,3216,2639,05022016,05022016,yes
5104,2016-05-02,2016-05-02,PJM RTO,59383,45647,7340,6396,05022016,05022016,yes
5105,2016-05-02,2016-05-02,Western,27975,20094,4124,3757,05022016,05022016,yes
5124,2016-05-01,2016-05-01,Mid Atlantic - Dominion,28595,23566,2688,2341,05012016,05012016,yes
5125,2016-05-01,2016-05-01,PJM RTO,60212,46345,7451,6416,05012016,05012016,yes
5126,2016-05-01,2016-05-01,Western,31617,22779,4763,4075,05012016,05012016,yes
5145,2016-04-30,2016-04-30,Mid Atlantic - Dominion,32054,24397,4801,2856,04302016,04302016,yes
5146,2016-04-30,2016-04-30,PJM RTO,62969,47031,11038,4900,04302016,04302016,yes
5147,2016-04-30,2016-04-30,Western,30915,22634,6237,2044,04302016,04302016,yes
5166,2016-04-29,2016-04-29,Mid Atlantic - Dominion,30529,23844,4814,1871,04292016,04292016,yes
5167,2016-04-29,2016-04-29,PJM RTO,57807,45557,8159,4091,04292016,04292016,yes
5168,2016-04-29,2016-04-29,Western,27278,21713,3345,2220,04292016,04292016,yes
5187,2016-04-28,2016-04-28,Mid Atlantic - Dominion,28427,22060,3825,2542,04282016,04282016,yes
5188,2016-04-28,2016-04-28,PJM RTO,54080,42458,7151,4471,04282016,04282016,yes
5189,2016-04-28,2016-04-28,Western,25653,20398,3326,1929,04282016,04282016,yes
5208,2016-04-27,2016-04-27,Mid Atlantic - Dominion,29734,22818,4574,2342,04272016,04272016,yes
5209,2016-04-27,2016-04-27,PJM RTO,55289,43296,6824,5169,04272016,04272016,yes
5210,2016-04-27,2016-04-27,Western,25555,20478,2250,2827,04272016,04272016,yes
5229,2016-04-26,2016-04-26,Mid Atlantic - Dominion,30808,24196,4315,2297,04262016,04262016,yes
5230,2016-04-26,2016-04-26,PJM RTO,57861,45231,7516,5114,04262016,04262016,yes
5231,2016-04-26,2016-04-26,Western,27053,21035,3201,2817,04262016,04262016,yes
5250,2016-04-25,2016-04-25,Mid Atlantic - Dominion,31145,24240,4664,2241,04252016,04252016,yes
5251,2016-04-25,2016-04-25,PJM RTO,60472,45926,9325,5221,04252016,04252016,yes
5252,2016-04-25,2016-04-25,Western,29327,21686,4661,2980,04252016,04252016,yes
5271,2016-04-24,2016-04-24,Mid Atlantic - Dominion,32661,25016,6339,1306,04242016,04242016,yes
5272,2016-04-24,2016-04-24,PJM RTO,65836,47336,13444,5056,04242016,04242016,yes
5273,2016-04-24,2016-04-24,Western,33175,22320,7105,3750,04242016,04242016,yes
5292,2016-04-23,2016-04-23,Mid Atlantic - Dominion,33734,26979,5887,868,04232016,04232016,yes
5293,2016-04-23,2016-04-23,PJM RTO,67393,50908,12957,3528,04232016,04232016,yes
5294,2016-04-23,2016-04-23,Western,33659,23929,7070,2660,04232016,04232016,yes
5313,2016-04-22,2016-04-22,Mid Atlantic - Dominion,33426,27021,5244,1161,04222016,04222016,yes
5314,2016-04-22,2016-04-22,PJM RTO,66051,50939,10856,4256,04222016,04222016,yes
5315,2016-04-22,2016-04-22,Western,32625,23918,5612,3095,04222016,04222016,yes
5334,2016-04-21,2016-04-21,Mid Atlantic - Dominion,31798,26647,3968,1183,04212016,04212016,yes
5335,2016-04-21,2016-04-21,PJM RTO,65855,50927,9808,5120,04212016,04212016,yes
5336,2016-04-21,2016-04-21,Western,34057,24280,5840,3937,04212016,04212016,yes
5355,2016-04-20,2016-04-20,Mid Atlantic - Dominion,31335,26696,3268,1371,04202016,04202016,yes
5356,2016-04-20,2016-04-20,PJM RTO,65660,50338,8402,6920,04202016,04202016,yes
5357,2016-04-20,2016-04-20,Western,34325,23642,5134,5549,04202016,04202016,yes
5376,2016-04-19,2016-04-19,Mid Atlantic - Dominion,35371,28224,5718,1429,04192016,04192016,yes
5377,2016-04-19,2016-04-19,PJM RTO,69396,51545,12278,5573,04192016,04192016,yes
5378,2016-04-19,2016-04-19,Western,34025,23321,6560,4144,04192016,04192016,yes
5397,2016-04-18,2016-04-18,Mid Atlantic - Dominion,33381,28273,3274,1834,04182016,04182016,yes
5398,2016-04-18,2016-04-18,PJM RTO,66552,52187,10480,3885,04182016,04182016,yes
5399,2016-04-18,2016-04-18,Western,33171,23914,7206,2051,04182016,04182016,yes
5418,2016-04-17,2016-04-17,Mid Atlantic - Dominion,32521,27999,3118,1404,04172016,04172016,yes
5419,2016-04-17,2016-04-17,PJM RTO,63976,49108,11671,3197,04172016,04172016,yes
5420,2016-04-17,2016-04-17,Western,31455,21109,8553,1793,04172016,04172016,yes
5439,2016-04-16,2016-04-16,Mid Atlantic - Dominion,33351,28524,3362,1465,04162016,04162016,yes
5440,2016-04-16,2016-04-16,PJM RTO,68326,50587,13402,4337,04162016,04162016,yes
5441,2016-04-16,2016-04-16,Western,34975,22063,10040,2872,04162016,04162016,yes
5460,2016-04-15,2016-04-15,Mid Atlantic - Dominion,34493,28514,4255,1724,04152016,04152016,yes
5461,2016-04-15,2016-04-15,PJM RTO,66977,49464,12574,4939,04152016,04152016,yes
5462,2016-04-15,2016-04-15,Western,32484,20950,8319,3215,04152016,04152016,yes
5481,2016-04-14,2016-04-14,Mid Atlantic - Dominion,32465,27146,2973,2346,04142016,04142016,yes
5482,2016-04-14,2016-04-14,PJM RTO,59720,46745,7710,5265,04142016,04142016,yes
5483,2016-04-14,2016-04-14,Western,27255,19599,4737,2919,04142016,04142016,yes
5502,2016-04-13,2016-04-13,Mid Atlantic - Dominion,32593,26407,3591,2595,04132016,04132016,yes
5503,2016-04-13,2016-04-13,PJM RTO,59269,46127,6990,6152,04132016,04132016,yes
5504,2016-04-13,2016-04-13,Western,26676,19720,3399,3557,04132016,04132016,yes
5523,2016-04-12,2016-04-12,Mid Atlantic - Dominion,32555,27393,3622,1540,04122016,04122016,yes
5524,2016-04-12,2016-04-12,PJM RTO,59702,47285,7758,4659,04122016,04122016,yes
5525,2016-04-12,2016-04-12,Western,27147,19892,4136,3119,04122016,04122016,yes
5544,2016-04-11,2016-04-11,Mid Atlantic - Dominion,32794,28355,2963,1476,04112016,04112016,yes
5545,2016-04-11,2016-04-11,PJM RTO,60681,48252,7540,4889,04112016,04112016,yes
5546,2016-04-11,2016-04-11,Western,27887,19897,4577,3413,04112016,04112016,yes
5565,2016-04-10,2016-04-10,Mid Atlantic - Dominion,32539,28818,2470,1251,04102016,04102016,yes
5566,2016-04-10,2016-04-10,PJM RTO,59968,47455,8873,3640,04102016,04102016,yes
5567,2016-04-10,2016-04-10,Western,27429,18637,6403,2389,04102016,04102016,yes
5586,2016-04-09,2016-04-09,Mid Atlantic - Dominion,32782,28303,3857,622,04092016,04092016,yes
5587,2016-04-09,2016-04-09,PJM RTO,61101,46850,10641,3610,04092016,04092016,yes
5588,2016-04-09,2016-04-09,Western,28319,18547,6784,2988,04092016,04092016,yes
5607,2016-04-08,2016-04-08,Mid Atlantic - Dominion,33031,26175,5366,1490,04082016,04082016,yes
5608,2016-04-08,2016-04-08,PJM RTO,58919,44266,9793,4860,04082016,04082016,yes
